file_name,year,char_id,char_name,mention_count,is_detective,is_main_character,is_main_detective,degree,pagerank,betweenness,closeness
2010_Houellebecq-Michel_La-Carte-et-le-territoire,2010,0,jed,6989.0,True,True,True,500,0.3541459777738252,0.0,1.0
2010_Modiano-Patrick_L-horizon,2010,0,bosmans,1318.0,True,True,True,631,0.25462502238110896,0.3333333333333333,1.0
2010_Rufin-Jean-Christophe_Katiba,2010,1,dim,1294.0,True,False,True,198,0.11747665538739688,0.0,0.8181818181818182
2010_Volodine-Andoine_Les-aigles-puent,2010,0,gordon koum,997.0,True,True,True,29,0.20220147279719783,0.3333333333333333,0.5470085470085471
2011_Borromee-Pierre_L-hermine-etait-pourpre,2011,0,dornier,1499.0,True,True,True,331,0.15044302089390119,0.0,1.0
2011_Grange-Jean-Christophe_Le-passager,2011,0,janusz,10193.0,True,True,True,467,0.24833080385688022,0.0,1.0
2011_Lemaitre-Pierre_Alex,2011,4,louis,805.0,True,False,True,175,0.07700620611603952,0.1111111111111111,1.0
2011_Musso-Guillaume_L-appel-de-l-ange,2011,0,jonathan,2949.0,True,True,True,737,0.25075587666179794,0.0,1.0
2011_Vargas-Fred_L-Armee-furieuse,2011,0,adamsberg,3126.0,True,True,True,746,0.2675097684998293,0.0,1.0
2012_Grange-Jean-Christophe_Kaiken,2012,0,passan,4059.0,True,True,True,752,0.2803258864362852,0.0,1.0
2013_Abecassis-Eliette_Le-palimpseste-d-Archimede,2013,0,le professeur maarek,2248.0,True,True,True,571,0.2559326548513092,0.0,1.0
2013_Lemaitre-Pierre_Au-revoir-la-haut,2013,0,albert,4886.0,True,True,True,744,0.22071452620021104,0.0,1.0
2013_Musso-Guillaume_Demain,2013,0,emma,3095.0,True,True,True,931,0.23712316816337198,0.0,1.0
2014_Mathieu-Nicolas_Aux-animaux-la-guerre,2014,0,martel,2369.0,True,True,True,304,0.15545454136791026,0.29166666666666663,0.9
2014_Modiano-Patrick_Pour-que-tu-ne-te-perdes-pas-dans-le-quartier,2014,0,daragane,1948.0,True,True,True,433,0.2744692630806949,0.0,1.0
2014_Musso-Guillaume_Central-park,2014,1,gabriel,2152.0,True,False,True,638,0.25122130944988424,0.0,0.9
2014_Volodine-Antoine_Terminus-radieux,2014,0,kronauer,4766.0,True,True,True,865,0.25009440288524165,0.0,1.0
2015_Dabos-Christelle_La-Passe-miroir_2-Les-Disparus-du-Clairdelune,2015,0,ophélie,8412.0,True,True,True,2450,0.3540510090093256,0.0,1.0
2015_Nothomb-Amelie_Le-crime-du-comte-Neville,2015,3,neville,226.0,True,False,True,72,0.09894024345531559,0.0,0.75
2015_Sansal-Boualem_2084-La-fin-du-monde,2015,0,ati,1166.0,True,True,True,250,0.26391958869131493,0.0,1.0
2016_Foenkinos-David_Le-mystere-Henri-Pick,2016,0,rouche,963.0,True,True,True,184,0.12828331893230496,0.013888888888888888,1.0
2016_Murail-Marie-Aude_Sauveur-Fils_1,2016,0,sauveur,3905.0,True,True,True,929,0.2228339389374093,0.0,1.0
2016_Murail-Marie-Aude_Sauveur-Fils_2,2016,0,sauveur,2949.0,True,True,True,821,0.3383560223651382,0.0,1.0
2017_Dabos-Christelle_La-Passe-miroir_3-La-Memoire-de-Babel,2017,0,ophélie,6948.0,True,True,True,1464,0.38868472988316854,0.0,1.0
2019_Murail-Marie-Aude_Sauveur-Fils_5,2019,0,sauveur,3841.0,True,True,True,601,0.2883641506326699,0.0,1.0
